 64 20 1 (0.9 0.4 10000)
   fail match
  0    5   173
  1   77   105
  2   79    98
  3   47   137
  4   36   145
  5   29   153
  6   17   164
  7   27   152
  8   68   106
  9   81    99



Soll,Ist
3,3.4233874638609976
0,5.494183023170148E-12
1,1.163743122726491
2,6.428131156623237
3,3.4233874638609976
4,3.9651954888650383
5,8.00692196973531
6,5.667742447752988
7,6.849579911443673
8,8.060397612932
9,9.69362649826808
0,3.1195244621512603E-12
1,0.555642749916104
2,2.021701607488072
3,3.7464939106368207
4,3.9027289248601797
5,4.926707223940595
6,6.1383878064285184
7,6.928023869608778
8,7.61139839630837
9,4.148872197101757
0,3.1593627565032923E-12
1,1.060265959467186
2,2.313208402624368
3,3.1228923116586587
4,3.787081978796344
5,4.968297699653953
6,5.887260767192579
7,6.6319749971888955
8,8.353430282878756
9,6.571417954047247
0,3.5320194217421376E-12
9,6.546622832613524
5,4.942705583313202
5,5.374035448303323
6,6.125716414849639
5,4.95297131841828
0,4.29493562786923E-12
9,5.61408128472679
8,6.499335040759993
9,8.767217554712637
8,7.7592063139457395
4,3.953696213608579
1,1.2147957110146899
7,5.987599900476608
7,6.921408891165227
3,3.4319442271732035
5,5.5465329829391
1,0.38510738514286846
0,1.8069986857408515E-12
0,3.4539391516935635E-12
2,4.147053171904139
2,9.933069688571871
7,6.863655166203171
8,7.289040855465252
2,4.461019435958412
0,4.071438919287618E-12
1,0.746643811813078
2,8.373619834358294
6,6.234256534817137
3,3.074759931230455
3,3.676830793032926
7,6.9959465197094595
3,3.1737633139152557
3,4.017984121798202
4,3.9660197065447225
6,6.036503004904761
6,5.883231255174357
6,5.971411071289561
4,3.5484546906264796
9,9.052412183787267
1,0.9677844467143779
5,5.109355183942035
0,8.598841498756217E-12
9,9.239142964125188
5,5.001742771874046
2,4.314487480835006
8,7.871013168959518
2,1.3057774730438962
0,1.6540417730596255E-9
0,1.5355471958144845E-12
1,0.7098360603590181
7,6.983888340760913
6,5.793766010914711
3,3.297006874908031
2,1.238448696734515
1,1.464485382438494
7,6.9509083511158964
4,3.5634529088557483
6,5.873647561513026
3,2.959129435624568
1,0.9259582821027095
3,4.2515905849313125
9,9.916997452542692
1,1.421782863660469
7,6.976706702837005
6,6.764821504144367
8,8.38778836049382
4,3.9655263138546273
3,3.439980764752894
1,0.1968512333673257
4,3.9835173755673843
0,5.868770998565891E-11
5,4.982916940286992
3,4.099875313713744
6,6.158439322972875
9,9.378054626869114
6,5.832736273790715
1,0.4712063118615283
7,7.104595458762134
5,4.967291793017278
4,3.6239718192802823
4,3.5693710923275095
7,6.904022708696747
2,1.7398617612654417
8,7.476391614807685
2,4.673935739829864
2,3.7723731002810585
5,4.762603909442715
7,6.923002049407988
9,7.010054627583354
5,5.228513743134322
4,2.873199818577578
8,7.138939513166466
8,3.418572462135371
4,3.9207932996198487
9,5.027633950896188
0,3.6335204760203914E-12
8,9.256846301263547
9,9.253017904798185
8,4.694907538755754
0,1.9923433815232803E-12
1,1.4054147067475276
2,1.2982313535490988
3,3.1854229157028136
4,2.892249146150649
5,5.203693631068168
6,6.030590521583019
7,6.983740472192973
8,8.165049351324903
9,9.427989510323018
0,2.1020564451645364E-12
1,0.42134990185058685
2,1.781363253189486
3,3.229616255001544
4,3.845008749457085
5,4.860211226835302
6,5.9490173844355265
7,6.681363730782062
8,7.894909673246376
9,9.321448644527099
0,3.5853080789595103E-12
1,2.392509255905379
2,2.105879646157938
3,3.0280639808905283
4,3.4992147521735033
5,4.868741735814145
6,6.102353923546912
7,7.093561196435935
8,8.88948983770136
9,8.860501388716829
0,5.149208686179099E-12
9,9.078893054765377
5,4.808642430064029
5,4.584998918585395
6,6.05270869625466
5,4.838061921948353
0,2.3600671502298953E-12
9,9.52716415180239
8,8.58478462417146
9,9.34336313207066
8,6.963408060654342
4,1.750962660751495
1,0.2898345495007932
7,7.026274564262634
7,6.984415477503334
3,3.1172255264665045
5,4.834694046083808
1,2.2309692690325424
0,1.8645370616789925E-12
0,3.591879108424496E-12
2,3.209946755217257
2,3.328175765324966
7,6.772242131376584
8,8.176965467219079
2,2.6141871268739076
0,5.161654490171926E-12
1,7.638761252684151
2,3.2436507802557237
6,5.988435333316396
3,3.0865911742045853
3,3.1047252382006256
7,6.57662128850196
3,3.22800421471195
3,3.0743513059727947
4,2.250830167991627
6,5.939441862028257
